X_cal,Y_cal,Z_cal
0.6437620319768206,-2.3137780750710366,-1.3084328748532617
0.6307226399805425,-2.3153911239006217,-1.305435759893641
0.6242029439824034,-2.3161976483154145,-1.3039372024138305
0.65178028545477,-2.31587661064316,-1.3117755377681135
0.6544963420784957,-2.3157324316375263,-1.3124909443647574
0.6444540650418382,-2.3231556004409444,-1.3131820402752197
0.6459526225216485,-2.326060660427861,-1.3150261457102612
0.6625145955564452,-2.31783096720965,-1.315833607279609
0.6589920145179268,-2.3244476115982753,-1.3180232606698818
0.6322211974603528,-2.3182961838875378,-1.3072798653286826
0.6372423359786815,-2.314584599485829,-1.3069343173734513
0.6494752035601671,-2.3194440160392356,-1.3128364923199884
0.6414569500822175,-2.317345480467112,-1.3094938294051368
0.6387408934584918,-2.317489659472745,-1.3087784228084929
0.6242029439824034,-2.3161976483154145,-1.3039372024138305
0.653804309013478,-2.306354906267618,-1.3077417789427994
0.6387408934584918,-2.317489659472745,-1.3087784228084929
0.6364358115638888,-2.3210570648688207,-1.3098393773603678
0.6574934570381165,-2.321542551611359,-1.3161791552348403
0.6475656713512339,-2.313115729661878,-1.3092160257364285
0.6437620319768206,-2.3137780750710366,-1.3084328748532617
0.6372423359786815,-2.314584599485829,-1.3069343173734513
0.6429555075620279,-2.3202505404540283,-1.3113379348401781
0.6322211974603528,-2.3182961838875378,-1.3072798653286826
0.6314146730455601,-2.3247686492705295,-1.310184925315599
0.6394329265235095,-2.326867184842653,-1.313527588230451
0.6352183124199734,-2.3241063038613707,-1.3109680761987657
0.6379343690436992,-2.3239621248557367,-1.3116834827954094
0.6533933342843553,-2.302931679877177,-1.3059654177942808
0.6459526225216485,-2.326060660427861,-1.3150261457102612
0.6387408934584918,-2.317489659472745,-1.3087784228084929
0.6322211974603528,-2.3182961838875378,-1.3072798653286826
0.6544963420784957,-2.3157324316375263,-1.3124909443647574
0.6487831704951492,-2.3100664906693273,-1.3080873268980306
0.6501672366251846,-2.328821541409143,-1.3175856577419462
0.6357437784988711,-2.3116795394989125,-1.30509021193841
0.6482577044162515,-2.3224932550317856,-1.3139651911583863
0.6299161155657498,-2.3218635892836135,-1.3083408198805575
0.6364358115638888,-2.3210570648688207,-1.3098393773603678
0.6283030667361643,-2.3348085200495965,-1.3141509398543902
0.6357437784988711,-2.3116795394989125,-1.30509021193841
0.629224082500732,-2.3124860639137053,-1.3035916544585997
0.6322211974603528,-2.3182961838875378,-1.3072798653286826
0.6314146730455601,-2.3247686492705295,-1.310184925315599
0.6284175580859394,-2.318958529296697,-1.3064967144455162
0.6591065058677018,-2.308597620845376,-1.3103690352610076
0.6284175580859394,-2.318958529296697,-1.3064967144455162
0.6379343690436992,-2.3239621248557367,-1.3116834827954094
0.6372423359786815,-2.314584599485829,-1.3069343173734513
0.6379343690436992,-2.3239621248557367,-1.3116834827954094
0.6349372540840784,-2.318152004881904,-1.3079952719253265
0.6300306069155247,-2.306013598530714,-1.3006865944716834
0.6379343690436992,-2.3239621248557367,-1.3116834827954094
0.6494752035601671,-2.3194440160392356,-1.3128364923199884
0.6437620319768206,-2.3137780750710366,-1.3084328748532617
0.624894977047421,-2.3255751736853223,-1.3086863678357885
0.6417380084181125,-2.323299779446578,-1.312466633678576
0.6494752035601671,-2.3194440160392356,-1.3128364923199884
0.6341307296692857,-2.3246244702648955,-1.3109003319122428
0.6509737610399774,-2.3223490760261516,-1.31468059775503
0.6414569500822175,-2.317345480467112,-1.3094938294051368
0.6300306069155247,-2.306013598530714,-1.3006865944716834
0.6401249595885271,-2.336244710212561,-1.3182767536524087
0.6444540650418382,-2.3231556004409444,-1.3131820402752197
0.6494752035601671,-2.3194440160392356,-1.3128364923199884
0.6502817279749596,-2.312971550656244,-1.309931432333072
0.6257015014622137,-2.3191027083023306,-1.305781307848872
0.6337197549401631,-2.3212012438744543,-1.309123970763724
0.6387408934584918,-2.317489659472745,-1.3087784228084929
0.6612970964125297,-2.3208802062022,-1.316962306118007
0.6322211974603528,-2.3182961838875378,-1.3072798653286826
0.6402394509383021,-2.3203947194596615,-1.3106225282435344
0.6356292871490962,-2.327529530251812,-1.312744437347284
0.6357437784988711,-2.3116795394989125,-1.30509021193841
0.653804309013478,-2.306354906267618,-1.3077417789427994
0.6341307296692857,-2.3246244702648955,-1.3109003319122428
0.6403539422880773,-2.304544728706762,-1.3029683028346601
0.6429555075620279,-2.3202505404540283,-1.3113379348401781
0.6589920145179268,-2.3244476115982753,-1.3180232606698818
0.6218978620878003,-2.3197650537114898,-1.3049981569657056
0.6379343690436992,-2.3239621248557367,-1.3116834827954094
0.658299981452909,-2.315070086228367,-1.3132740952479238
0.6394329265235095,-2.326867184842653,-1.313527588230451
0.6371278446289065,-2.330434590238728,-1.3145885427823256
